Id,Account__c,Start_Date__c,End_Date__c,Product_Family__c,ARR__c,Prior_ARR__c,Status__c,Renewal_Outcome__c,Churn_Reason__c,Renewal_Opportunity__c
a00000000001892,001000000001767,2024-01-02,2025-01-14,Analytics,15640,16613,Active,Downgraded,,
a00000000001893,001000000002805,2024-01-02,2025-02-06,Platform,15229,15229,Active,Renewed,,
a00000000001894,001000000001260,2024-01-02,2025-01-25,Platform,10786,10786,Active,Renewed,,
a00000000001895,001000000000305,2024-01-02,2025-02-11,Platform,13496,13496,Active,Renewed,,
a00000000001896,001000000003854,2024-01-02,2025-02-17,Analytics,17042,17042,Active,Renewed,,
a00000000001897,001000000003556,2024-01-02,2025-03-13,Automation,14712,14712,Active,Renewed,,
a00000000001898,001000000003841,2024-01-02,2025-03-21,Automation,10730,10730,Active,Renewed,,
a00000000001899,001000000004244,2024-01-02,2025-03-15,Analytics,13579,13579,Active,Renewed,,
a00000000001900,001000000004754,2024-01-02,2025-02-28,Automation,8314,8314,Active,Renewed,,
a00000000001901,001000000004056,2024-01-02,2025-01-27,Automation,10465,10465,Active,Renewed,,
a00000000001902,001000000000411,2024-01-02,2025-01-30,Automation,21510,8856,Active,Renewed,,
a00000000001903,001000000000357,2024-01-02,2025-03-04,Core,15116,17101,Active,Downgraded,,
a00000000001904,001000000003736,2024-01-02,2025-03-03,Analytics,8773,8773,Active,Renewed,,
a00000000001905,001000000001560,2024-01-02,2025-03-30,Analytics,9666,9666,Active,Renewed,,
a00000000001906,001000000004329,2024-01-02,2025-02-15,Core,9846,11549,Active,Downgraded,,
a00000000001907,001000000002518,2024-01-02,2025-03-07,Core,19381,8181,Active,Renewed,,
a00000000001908,001000000004442,2024-01-02,2025-01-25,Core,9535,13365,Active,Downgraded,,
a00000000001909,001000000001904,2024-01-02,2025-03-27,Platform,17747,8504,Active,Renewed,,
a00000000001910,001000000004568,2024-01-02,2025-01-05,Core,13733,16435,Active,Downgraded,,
a00000000001911,001000000003594,2024-01-02,2025-03-22,Automation,11264,11264,Active,Renewed,,
a00000000001912,001000000000779,2024-01-02,2025-03-17,Platform,14514,16951,Active,Downgraded,,
a00000000001913,001000000002620,2024-01-02,2025-03-04,Platform,25675,16114,Active,Renewed,,
a00000000001914,001000000000072,2024-01-02,2025-02-08,Analytics,7390,8748,Active,Downgraded,,
a00000000001915,001000000002296,2024-01-02,2025-02-11,Platform,11369,11369,Active,Renewed,,
a00000000001916,001000000001243,2024-01-02,2025-01-16,Platform,8215,9708,Active,Downgraded,,
a00000000001917,001000000000758,2024-01-02,2025-01-24,Analytics,17081,11609,Active,Renewed,,
a00000000001918,001000000000663,2024-01-02,2025-02-04,Automation,12657,12657,Active,Renewed,,
a00000000001919,001000000001897,2024-01-02,2025-02-27,Analytics,14476,14476,Active,Renewed,,
a00000000001920,001000000003563,2024-01-02,2025-01-01,Automation,10485,10485,Active,Renewed,,
a00000000001921,001000000002533,2024-01-02,2025-03-15,Platform,16240,16240,Active,Renewed,,
a00000000001922,001000000001425,2024-01-02,2025-02-07,Core,5035,8788,Active,Downgraded,,
a00000000001923,001000000004994,2024-01-02,2025-03-20,Platform,11442,11442,Active,Renewed,,
a00000000001924,001000000000195,2024-01-02,2025-01-14,Automation,8030,8030,Active,Renewed,,
a00000000001925,001000000001281,2024-01-02,2025-01-01,Automation,12836,12836,Active,Renewed,,
a00000000001926,001000000001311,2024-01-02,2025-02-07,Analytics,16179,16179,Active,Renewed,,
a00000000001927,001000000004569,2024-01-02,2025-02-12,Core,8816,8816,Active,Renewed,,
a00000000001928,001000000002797,2024-01-02,2025-02-05,Analytics,10331,10331,Active,Renewed,,
a00000000001929,001000000002045,2024-01-02,2025-03-16,Analytics,13696,13696,Active,Renewed,,
a00000000001930,001000000001888,2024-01-02,2025-03-14,Automation,12897,12897,Active,Renewed,,
a00000000001931,001000000004352,2024-01-02,2025-01-26,Platform,12726,12726,Active,Renewed,,
a00000000001932,001000000000777,2024-01-02,2025-03-18,Core,15384,11294,Active,Renewed,,
a00000000001933,001000000000788,2024-01-02,2025-02-23,Analytics,16204,16204,Active,Renewed,,
a00000000001934,001000000003190,2024-01-02,2025-01-26,Platform,11279,11279,Active,Renewed,,
a00000000001935,001000000003873,2024-01-02,2025-02-28,Platform,11394,12803,Active,Downgraded,,
a00000000001936,001000000002498,2024-01-02,2025-02-03,Platform,17125,17125,Active,Renewed,,
a00000000001937,001000000000394,2024-01-02,2025-03-23,Analytics,16358,16358,Active,Renewed,,
a00000000001938,001000000000560,2024-01-02,2025-02-16,Platform,10592,10592,Active,Renewed,,
a00000000001939,001000000001182,2024-01-02,2025-01-06,Core,11994,14178,Active,Downgraded,,
a00000000001940,001000000003557,2024-01-02,2025-02-19,Core,14509,14509,Active,Renewed,,
a00000000001941,001000000000846,2024-01-02,2025-02-03,Core,8418,8418,Active,Renewed,,
a00000000001942,001000000004841,2024-01-02,2025-03-01,Automation,13192,13192,Active,Renewed,,
a00000000001943,001000000004596,2024-01-02,2025-01-31,Core,6578,7966,Active,Downgraded,,
a00000000001944,001000000002717,2024-01-02,2025-01-27,Automation,10569,14463,Active,Downgraded,,
a00000000001945,001000000004579,2024-01-02,2025-01-11,Platform,14374,14374,Active,Renewed,,
a00000000001946,001000000000758,2024-01-02,2025-01-26,Automation,9323,9323,Active,Renewed,,
a00000000001947,001000000001909,2024-01-02,2025-03-14,Automation,15030,15030,Active,Renewed,,
a00000000001948,001000000001806,2024-01-02,2025-03-14,Platform,17339,17339,Active,Renewed,,
a00000000001949,001000000000570,2024-01-02,2025-01-22,Automation,15334,10871,Active,Renewed,,
a00000000001950,001000000004110,2024-01-02,2025-03-04,Core,13383,13383,Active,Renewed,,
a00000000001951,001000000001220,2024-01-02,2025-02-23,Core,10578,10578,Active,Renewed,,
a00000000001952,001000000001823,2024-01-02,2025-01-18,Platform,15951,15951,Active,Renewed,,
a00000000001953,001000000000721,2024-01-02,2025-03-03,Analytics,13950,9395,Active,Renewed,,
a00000000001954,001000000000638,2024-01-02,2025-01-19,Platform,14633,14633,Active,Renewed,,
a00000000001955,001000000001108,2024-01-02,2025-03-20,Analytics,15127,15127,Active,Renewed,,
a00000000001956,001000000003727,2024-01-02,2025-01-19,Platform,27676,13188,Active,Renewed,,
a00000000001957,001000000000433,2024-01-02,2025-03-25,Platform,15716,8001,Active,Renewed,,
a00000000001958,001000000000682,2024-01-02,2025-01-06,Platform,12343,12343,Active,Renewed,,
a00000000001959,001000000003108,2024-01-02,2025-01-31,Analytics,7613,9765,Active,Downgraded,,
a00000000001960,001000000000352,2024-01-02,2025-03-12,Core,18928,14533,Active,Renewed,,
a00000000001961,001000000002402,2024-01-02,2025-03-04,Automation,14023,14023,Active,Renewed,,
a00000000001962,001000000004281,2024-01-02,2025-02-24,Analytics,14380,14380,Active,Renewed,,
a00000000001963,001000000003908,2024-01-02,2025-01-15,Automation,16340,16340,Active,Renewed,,
a00000000001964,001000000004078,2024-01-02,2025-03-30,Analytics,9204,12975,Active,Downgraded,,
a00000000001965,001000000004521,2024-01-02,2025-03-21,Core,13370,7903,Active,Renewed,,
a00000000001966,001000000002509,2024-01-02,2025-01-05,Automation,15935,15935,Active,Renewed,,
a00000000001967,001000000001412,2024-01-02,2025-03-30,Automation,8985,8985,Active,Renewed,,
a00000000001968,001000000004234,2024-01-02,2025-03-05,Analytics,10751,10751,Active,Renewed,,
a00000000001969,001000000004965,2024-01-02,2025-01-30,Platform,11361,11361,Active,Renewed,,
a00000000001970,001000000000737,2024-01-02,2025-02-19,Analytics,13915,13915,Active,Renewed,,
a00000000001971,001000000001902,2024-01-02,2025-01-29,Platform,17451,17451,Active,Renewed,,
a00000000001972,001000000001843,2024-01-02,2025-02-07,Core,11503,11503,Active,Renewed,,
a00000000001973,001000000002481,2024-01-02,2025-01-13,Analytics,8410,8410,Active,Renewed,,
a00000000001974,001000000004272,2024-01-02,2025-02-15,Platform,21326,16042,Active,Renewed,,
a00000000001975,001000000001247,2024-01-02,2025-03-02,Automation,8328,8328,Active,Renewed,,
a00000000001976,001000000003279,2024-01-02,2025-01-24,Core,11433,11433,Active,Renewed,,
a00000000001977,001000000000937,2024-01-02,2025-03-24,Analytics,15885,15885,Active,Renewed,,
a00000000001978,001000000004747,2024-01-02,2025-01-15,Platform,14582,14582,Active,Renewed,,
a00000000001979,001000000004884,2024-01-02,2025-02-14,Analytics,16947,16947,Active,Renewed,,
a00000000001980,001000000001335,2024-01-02,2025-02-17,Analytics,20624,11321,Active,Renewed,,
a00000000001981,001000000001321,2024-01-02,2025-02-01,Analytics,8762,8762,Active,Renewed,,
a00000000001982,001000000000176,2024-01-02,2025-01-09,Platform,15025,16318,Active,Downgraded,,
a00000000001983,001000000003905,2024-01-02,2025-01-07,Automation,13126,13126,Active,Renewed,,
a00000000001984,001000000000716,2024-01-02,2025-01-31,Automation,14975,10458,Active,Renewed,,
a00000000001985,001000000001682,2024-01-02,2025-02-03,Platform,8808,9924,Active,Downgraded,,
a00000000001986,001000000000313,2024-01-02,2025-03-09,Analytics,15069,15069,Active,Renewed,,
a00000000001987,001000000000451,2024-01-02,2025-01-12,Core,13583,9782,Active,Renewed,,
a00000000001988,001000000002635,2024-01-02,2025-03-28,Platform,12900,12900,Active,Renewed,,
a00000000001989,001000000002704,2024-01-02,2025-03-22,Core,14588,14588,Active,Renewed,,
a00000000001990,001000000000306,2024-01-02,2025-03-20,Core,20134,15248,Active,Renewed,,
a00000000001991,001000000004305,2024-01-02,2025-02-16,Analytics,10328,10328,Active,Renewed,,
a00000000001992,001000000004060,2024-01-02,2025-03-11,Analytics,15401,15401,Active,Renewed,,
a00000000001993,001000000001533,2024-01-02,2025-01-04,Analytics,11250,11250,Active,Renewed,,
a00000000001994,001000000000536,2024-01-02,2025-03-13,Automation,20132,15974,Active,Renewed,,
a00000000001995,001000000000294,2024-01-02,2025-03-01,Core,12348,12348,Active,Renewed,,
a00000000001996,001000000002631,2024-01-02,2025-01-26,Core,7932,7932,Active,Renewed,,
a00000000001997,001000000002072,2024-01-02,2025-03-06,Platform,16471,16471,Active,Renewed,,
a00000000001998,001000000004210,2024-01-02,2025-03-24,Automation,16661,11101,Active,Renewed,,
a00000000001999,001000000004483,2024-01-02,2025-03-23,Core,11525,11525,Active,Renewed,,
a00000000002000,001000000001805,2024-01-02,2025-03-10,Core,8973,8973,Active,Renewed,,
a00000000002001,001000000000796,2024-04-01,2025-06-24,Automation,16490,10762,Active,Renewed,,
a00000000002002,001000000000148,2024-04-01,2025-05-12,Automation,16403,16403,Active,Renewed,,
a00000000002003,001000000004188,2024-04-01,2025-05-14,Automation,8678,8678,Active,Renewed,,
a00000000002004,001000000004763,2024-04-01,2025-05-06,Platform,10073,10073,Active,Renewed,,
a00000000002005,001000000000042,2024-04-01,2025-06-29,Automation,8753,8753,Active,Renewed,,
a00000000002006,001000000000492,2024-04-01,2025-06-24,Automation,16291,16291,Active,Renewed,,
a00000000002007,001000000004859,2024-04-01,2025-04-10,Analytics,8823,8823,Active,Renewed,,
a00000000002008,001000000001560,2024-04-01,2025-04-04,Platform,15946,15946,Active,Renewed,,
a00000000002009,001000000000260,2024-04-01,2025-05-12,Platform,15755,15755,Active,Renewed,,
a00000000002010,001000000004922,2024-04-01,2025-06-12,Platform,8092,8092,Active,Renewed,,
a00000000002011,001000000001680,2024-04-01,2025-05-22,Analytics,10002,10002,Active,Renewed,,
a00000000002012,001000000004324,2024-04-01,2025-05-20,Core,14678,14678,Active,Renewed,,
a00000000002013,001000000001940,2024-04-01,2025-04-06,Analytics,11269,11269,Active,Renewed,,
a00000000002014,001000000004229,2024-04-01,2025-04-15,Analytics,9284,9284,Active,Renewed,,
a00000000002015,001000000002849,2024-04-01,2025-04-04,Automation,14675,14675,Active,Renewed,,
a00000000002016,001000000001607,2024-04-01,2025-04-08,Platform,7841,7841,Active,Renewed,,
a00000000002017,001000000004568,2024-04-01,2025-05-02,Core,16037,16037,Active,Renewed,,
a00000000002018,001000000002541,2024-04-01,2025-04-16,Core,12526,12526,Active,Renewed,,
a00000000002019,001000000003719,2024-04-01,2025-05-02,Core,11539,11539,Active,Renewed,,
a00000000002020,001000000003308,2024-04-01,2025-04-29,Core,15854,15854,Active,Renewed,,
a00000000002021,001000000002740,2024-04-01,2025-04-12,Automation,9928,9928,Active,Renewed,,
a00000000002022,001000000000744,2024-04-01,2025-05-08,Core,8234,8234,Active,Renewed,,
a00000000002023,001000000004715,2024-04-01,2025-05-28,Automation,10086,10086,Active,Renewed,,
a00000000002024,001000000001696,2024-04-01,2025-05-12,Analytics,16275,16275,Active,Renewed,,
a00000000002025,001000000000142,2024-04-01,2025-04-21,Automation,13057,13057,Active,Renewed,,
a00000000002026,001000000001510,2024-04-01,2025-06-30,Core,7616,10913,Active,Downgraded,,
a00000000002027,001000000000093,2024-04-01,2025-04-03,Core,13701,13701,Active,Renewed,,
a00000000002028,001000000003140,2024-04-01,2025-05-01,Analytics,13211,13211,Active,Renewed,,
a00000000002029,001000000004399,2024-04-01,2025-04-04,Analytics,11101,11101,Active,Renewed,,
a00000000002030,001000000004643,2024-04-01,2025-04-11,Platform,8436,8436,Active,Renewed,,
a00000000002031,001000000004775,2024-04-01,2025-05-17,Core,6401,8699,Active,Downgraded,,
a00000000002032,001000000002957,2024-04-01,2025-06-19,Automation,14695,14695,Active,Renewed,,
a00000000002033,001000000000349,2024-04-01,2025-04-12,Automation,14764,14764,Active,Renewed,,
a00000000002034,001000000002653,2024-04-01,2025-06-17,Core,16067,16067,Active,Renewed,,
a00000000002035,001000000004001,2024-04-01,2025-04-21,Platform,15252,15252,Active,Renewed,,
a00000000002036,001000000002596,2024-04-01,2025-06-30,Core,15206,15206,Active,Renewed,,
a00000000002037,001000000001649,2024-04-01,2025-04-05,Automation,17039,17039,Active,Renewed,,
a00000000002038,001000000000825,2024-04-01,2025-06-06,Analytics,9725,9725,Active,Renewed,,
a00000000002039,001000000000915,2024-04-01,2025-04-21,Core,16141,16141,Active,Renewed,,
a00000000002040,001000000000993,2024-04-01,2025-05-24,Automation,7849,7849,Active,Renewed,,
a00000000002041,001000000002942,2024-04-01,2025-06-21,Analytics,11923,11923,Active,Renewed,,
a00000000002042,001000000002579,2024-04-01,2025-05-05,Automation,17077,17077,Active,Renewed,,
a00000000002043,001000000003323,2024-04-01,2025-04-17,Analytics,12730,12730,Active,Renewed,,
a00000000002044,001000000001667,2024-04-01,2025-06-22,Core,9200,9200,Active,Renewed,,
a00000000002045,001000000002684,2024-04-01,2025-06-22,Automation,15948,15948,Active,Renewed,,
a00000000002046,001000000003337,2024-04-01,2025-06-19,Automation,12114,12114,Active,Renewed,,
a00000000002047,001000000002607,2024-04-01,2025-05-20,Platform,8679,8679,Active,Renewed,,
a00000000002048,001000000001815,2024-04-01,2025-05-07,Automation,17044,17044,Active,Renewed,,
a00000000002049,001000000000979,2024-04-01,2025-06-09,Platform,16487,16487,Active,Renewed,,
a00000000002050,001000000001624,2024-04-01,2025-05-22,Platform,9718,9718,Active,Renewed,,
a00000000002051,001000000001998,2024-04-01,2025-06-19,Platform,8713,8713,Active,Renewed,,
a00000000002052,001000000003966,2024-04-01,2025-06-13,Analytics,16277,16277,Active,Renewed,,
a00000000002053,001000000000123,2024-04-01,2025-04-03,Platform,16297,16297,Active,Renewed,,
a00000000002054,001000000004331,2024-04-01,2025-05-13,Analytics,10995,10995,Active,Renewed,,
a00000000002055,001000000003062,2024-04-01,2025-04-16,Core,16765,16765,Active,Renewed,,
a00000000002056,001000000003842,2024-04-01,2025-05-13,Platform,11360,11360,Active,Renewed,,
a00000000002057,001000000001855,2024-04-01,2025-06-30,Automation,7984,7984,Active,Renewed,,
a00000000002058,001000000001417,2024-04-01,2025-06-21,Platform,11350,11350,Active,Renewed,,
a00000000002059,001000000001481,2024-04-01,2025-05-07,Automation,10084,11554,Active,Downgraded,,
a00000000002060,001000000000930,2024-04-01,2025-06-19,Platform,16464,16464,Active,Renewed,,
a00000000002061,001000000000868,2024-04-01,2025-06-18,Analytics,9454,9454,Active,Renewed,,
a00000000002062,001000000002281,2024-04-01,2025-05-24,Analytics,10364,10364,Active,Renewed,,
a00000000002063,001000000001396,2024-04-01,2025-04-22,Automation,14764,14764,Active,Renewed,,
a00000000002064,001000000000342,2024-04-01,2025-05-17,Platform,11125,11125,Active,Renewed,,
a00000000002065,001000000003907,2024-04-01,2025-06-19,Platform,14290,14290,Active,Renewed,,
a00000000002066,001000000001913,2024-04-01,2025-04-20,Core,14594,17186,Active,Downgraded,,
a00000000002067,001000000002826,2024-04-01,2025-05-28,Automation,11169,11169,Active,Renewed,,
a00000000002068,001000000000681,2024-04-01,2025-04-14,Core,11506,11506,Active,Renewed,,
a00000000002069,001000000001064,2024-04-01,2025-05-29,Analytics,9256,9256,Active,Renewed,,
a00000000002070,001000000004195,2024-04-01,2025-04-25,Core,11600,11600,Active,Renewed,,
a00000000002071,001000000003175,2024-04-01,2025-05-14,Platform,8938,8938,Active,Renewed,,
a00000000002072,001000000000521,2024-04-01,2025-04-27,Core,11323,11323,Active,Renewed,,
a00000000002073,001000000004571,2024-04-01,2025-06-12,Analytics,9704,9704,Active,Renewed,,
a00000000002074,001000000000384,2024-04-01,2025-04-09,Core,8761,8761,Active,Renewed,,
a00000000002075,001000000003934,2024-04-01,2025-06-11,Platform,23414,9019,Active,Renewed,,
a00000000002076,001000000000922,2024-04-01,2025-05-26,Platform,15289,15289,Active,Renewed,,
a00000000002077,001000000004568,2024-04-01,2025-05-05,Analytics,13439,13439,Active,Renewed,,
a00000000002078,001000000001084,2024-04-01,2025-06-25,Platform,14568,14568,Active,Renewed,,
a00000000002079,001000000000180,2024-04-01,2025-06-12,Automation,16949,16949,Active,Renewed,,
a00000000002080,001000000002361,2024-04-01,2025-06-18,Core,11507,11507,Active,Renewed,,
a00000000002081,001000000000333,2024-04-01,2025-05-15,Core,11660,11660,Active,Renewed,,
a00000000002082,001000000003954,2024-04-01,2025-05-19,Core,7982,7982,Active,Renewed,,
